"Txhash","Blockno","UnixTimestamp","DateTime","From","To","Quantity"
"0x96611c9147441064d4e3688006f7fc7b36845cb05b26bcc5a166fb40a1643130","4059918","1500768083","7/23/2017 12:01:23 AM","0x8d12a197cb00d4747a1fe03395095ce2a5cc6819","0x4c2a14bc2e9e8781fa15e4b0ba197e7599578281","1000"
"0xd0d7d74ea6b1d087718633b4d6d0dcaebba0c02748160cc3e0cc151294af25eb","4059919","1500768132","7/23/2017 12:02:12 AM","0x1151314c646ce4e0efd76d1af4760ae66a9fe30f","0x3c154d6a5f53e66085ce1d7c26f23aeb6d6b18ac","3043.9"
"0xe24453fc3c184420757b4d2861af5ef7e2bf7ecaaca6425a1bcfe97423bbb946","4059919","1500768132","7/23/2017 12:02:12 AM","0x1151314c646ce4e0efd76d1af4760ae66a9fe30f","0xc0702e8967cf4711407e854c6b79470c5952638c","1400"
"0x2cd02fa2aa163d132578fa2f6cc073e3aff4418de86836a313009461cc455616","4059920","1500768172","7/23/2017 12:02:52 AM","0x8f81085f33f91379b01069e64896a841f555ae8f","0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98","4048.58564529"
"0x78813a376c5289c25e277b103783a594d8379f3b38580b699f5a7d183dbd27ee","4059927","1500768284","7/23/2017 12:04:44 AM","0xa3f59ebc3bf8fa664ce12e2f841fe6556289f053","0x9ce33f5b4542cb44e6350b0fee672e95f9b8e2e2","2154.03"
"0xb41b291391d297e0644e8d506fa5e54a05f73339e1c2343f10eb3b67f5618fc8","4059931","1500768346","7/23/2017 12:05:46 AM","0x1151314c646ce4e0efd76d1af4760ae66a9fe30f","0x6cd9a96a155edeb492e5f6f4e58b867eac0d8da2","4657.5"
"0x015ee2ae97fc0dae00ddc15c79c06060d9db94c11ef814a04c49496da41ce785","4059932","1500768359","7/23/2017 12:05:59 AM","0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98","0x8f9d9cd399f22e2f093a3626a7a58724b4f5bc3b","564.98"
"0x962795f7b68dc24168904f9403cde4ba11ff3be5901211cb47728a14acf008fd","4059932","1500768359","7/23/2017 12:05:59 AM","0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98","0xb69874d76b48f666f72137bfcc9347d1adcbcee7","36378.0728644"
"0x858be02a09c9f05063c673f0d31a3a2b34c5c0341154617104a3b7605c5c36d8","4059937","1500768411","7/23/2017 12:06:51 AM","0xc0702e8967cf4711407e854c6b79470c5952638c","0x5e575279bf9f4acf0a130c186861454247394c06","1400"
"0x3fa08ee93c6a5c823c813343395c04e076b82b07f7451b314186b27082f881af","4059946","1500768589","7/23/2017 12:09:49 AM","0x1151314c646ce4e0efd76d1af4760ae66a9fe30f","0x8f81085f33f91379b01069e64896a841f555ae8f","8984.03807021"
"0x443c3965367bb6b754100002b4ed4e074f71caca426500cbae810ad6ff9bd80d","4059951","1500768653","7/23/2017 12:10:53 AM","0x8f81085f33f91379b01069e64896a841f555ae8f","0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98","8984.03807021"
